Query ID: 11
Query : stel, very high level laegungas
---------------------------------------------
| CACM-2703 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2702 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2705 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2704 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2701 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2700 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2707 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2706 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2709 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2708 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1405 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2736 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1404 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2735 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1407 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2738 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1406 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2737 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1401 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2732 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1400 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2731 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1403 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2734 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1402 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2733 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2730 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1409 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1408 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2739 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1416 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2747 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1415 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2746 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1418 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2749 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1417 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2748 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1412 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2743 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1411 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2742 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1414 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2745 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1413 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2744 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1410 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2741 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2740 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1419 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2714 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2713 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2716 | 	 | 0.018867924528301886 | 	 | 0.05263157894736842 | 	 | R |
| CACM-2715 | 	 | 0.037037037037037035 | 	 | 0.10526315789473684 | 	 | R |
| CACM-2710 | 	 | 0.05454545454545454 | 	 | 0.15789473684210525 | 	 | R |
| CACM-2712 | 	 | 0.05357142857142857 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2711 | 	 | 0.05263157894736842 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2718 | 	 | 0.05172413793103448 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2717 | 	 | 0.05084745762711865 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2719 | 	 | 0.05 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2725 | 	 | 0.04918032786885246 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2724 | 	 | 0.04838709677419355 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2727 | 	 | 0.047619047619047616 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2726 | 	 | 0.046875 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2721 | 	 | 0.046153846153846156 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2720 | 	 | 0.045454545454545456 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2723 | 	 | 0.04477611940298507 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2722 | 	 | 0.04411764705882353 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2729 | 	 | 0.043478260869565216 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2728 | 	 | 0.04285714285714286 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1449 | 	 | 0.04225352112676056 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1448 | 	 | 0.041666666666666664 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2779 | 	 | 0.0410958904109589 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1445 | 	 | 0.04054054054054054 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2776 | 	 | 0.04 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1444 | 	 | 0.039473684210526314 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2775 | 	 | 0.03896103896103896 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1447 | 	 | 0.038461538461538464 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2778 | 	 | 0.0379746835443038 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1446 | 	 | 0.0375 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2777 | 	 | 0.037037037037037035 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1441 | 	 | 0.036585365853658534 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2772 | 	 | 0.03614457831325301 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1440 | 	 | 0.03571428571428571 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2771 | 	 | 0.03529411764705882 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1443 | 	 | 0.03488372093023256 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2774 | 	 | 0.034482758620689655 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1442 | 	 | 0.03409090909090909 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2773 | 	 | 0.033707865168539325 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2770 | 	 | 0.03333333333333333 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1459 | 	 | 0.03296703296703297 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1456 | 	 | 0.03260869565217391 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2787 | 	 | 0.03225806451612903 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1455 | 	 | 0.031914893617021274 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2786 | 	 | 0.031578947368421054 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-1458 | 	 | 0.03125 | 	 | 0.15789473684210525 | 	 | NR |
| CACM-2789 | 	 | 0.030927835051546393 | 	 | 0.15789473684210525 | 	 | NR |
