Query ID: 17
Query : oitimozapitn of iatntredimee and machine cdoe
---------------------------------------------
| CACM-371 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1489 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1016 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2476 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-618 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1615 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-265 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1970 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1158 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1006 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-850 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-168 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1957 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-602 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-57 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1153 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-775 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-641 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-684 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-813 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-845 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2079 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1447 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-889 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2386 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-49 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1546 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-442 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-660 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1250 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-959 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1038 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1091 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2271 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2995 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1448 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-334 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-331 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2675 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-295 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-529 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-977 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-121 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1209 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-780 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1096 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-23 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2250 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-792 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2014 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2608 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2589 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-36 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-64 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1204 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1312 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2615 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-412 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1319 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1367 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1097 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1107 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-207 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2662 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-657 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2278 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2533 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-800 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2345 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1431 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2069 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1304 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-961 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2434 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-785 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-454 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2704 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2583 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2729 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2532 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2976 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2906 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-776 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1619 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-100 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2558 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-3159 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2693 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2505 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-3196 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-786 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-399 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-3189 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2952 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2417 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1121 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2412 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-857 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-914 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2192 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-3017 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2879 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-3009 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1050 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2747 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-3132 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1131 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-378 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2708 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1303 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-249 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1405 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2736 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1407 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1418 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2743 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1414 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1419 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2724 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1449 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1446 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2774 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1442 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2773 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2789 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
