Query ID: 37
Query : acerilts describing the riasetonlhip beteewn data teyps and concurrency
(e.g. waht is the tpye of a pesrocs?  when is a sytchrinizooann atetmpt 
beteewn two proescses "tpye correct"?  in a mssegae-ssnpiag system is terh
naey nootin of the teyps of messages?--i.e. any way to cchek taht the sender
of the message and the reiceevr are both treating the bit stream as slmaipartocu
er tpye)
---------------------------------------------
| CACM-2192 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1367 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2394 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1965 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1923 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1655 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1489 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1244 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2214 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-108 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-265 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-597 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1757 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1842 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2952 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2975 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-235 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-5 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-416 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-393 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2242 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2102 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2117 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2333 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-394 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1701 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1302 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-654 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-474 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-528 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2528 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-1780 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2743 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2529 | 	 | 0.0 | 	 | 0.0 | 	 | NR |
| CACM-2558 | 	 | 0.02857142857142857 | 	 | 0.08333333333333333 | 	 | R |
| CACM-1734 | 	 | 0.027777777777777776 | 	 | 0.08333333333333333 | 	 | NR |
